headline,date,web_url,lead_paragraph,section,keywords
David Cameron Visits Kyiv Aiming to Show That U.K. Hasn’t Forgotten Ukraine,2023-11-16T13:25:26+0000,https://www.nytimes.com/2023/11/16/world/europe/david-cameron-ukraine-uk.html,"Former Prime Minister David Cameron of Britain, in his new role as foreign secretary, vowed on a surprise visit to Ukraine that his country would maintain military support for Kyiv “however long it takes,” an effort to offer reassurance amid fears that Ukraine is being forgotten as much of the world’s attention focuses on the war in Gaza.",World,"['Defense and Military Forces', 'Russian Invasion of Ukraine (2022)']"
Israel Blocks Palestinian Americans From Entering From West Bank,2023-11-16T15:27:32+0000,https://www.nytimes.com/2023/11/16/us/politics/israel-palestinian-americans-west-bank.html,Follow live news updates on the Israel-Hamas war.,U.S.,"['Israel-Gaza War (2023- )', 'International Relations', 'Palestinian-Americans', 'ARAB-AMERICANS']"
How International Law Views Military Action at a Hospital,2023-11-16T16:10:34+0000,https://www.nytimes.com/2023/11/16/world/middleeast/israel-hamas-al-shifa-hospital-law.html,"The Israeli military has seized the Gaza Strip’s largest hospital, Al-Shifa. Israel says it needed to capture the hospital, in Gaza City, to destroy a Hamas command center and underground facilities that it says are there. Hamas and doctors at Al-Shifa deny Israeli allegations of Hamas fighters using the hospital as a base.",World,"['Israel-Gaza War (2023- )', 'Civilian Casualties', 'Hospitals', 'Defense and Military Forces', 'Evacuations and Evacuees', 'War Crimes, Genocide and Crimes Against Humanity', 'Humanitarian Aid', 'Palestinians', 'Geneva Conventions']"
Muslim Runner Says She Was Cut From Lululemon Campaign Over Religious Identity,2023-11-16T17:28:33+0000,https://www.nytimes.com/2023/11/16/business/lululemon-gaza-marathon-amena-saad.html,An Arab-American runner who competed in the New York City Marathon said she was cropped out of a Lululemon media campaign because of her identity and support for Palestinians in the Israel-Gaza war.,Business Day,"['New York City Marathon', 'Israel-Gaza War (2023- )', 'Running']"
Gaza Is Plunged Into a Communications Blackout Amid a Severe Fuel Shortage,2023-11-16T17:28:41+0000,https://www.nytimes.com/2023/11/16/world/middleeast/gaza-blackout-fuel-shortage.html,"The Gaza Strip was in a communications blackout on Thursday, leaving most of the more than two million people in the enclave cut off from the outside world amid an escalating Israeli ground operation and relentless bombardment.",World,"['Power Failures and Blackouts', 'Telephones and Telecommunications', 'Humanitarian Aid']"
Hunter College Pulls Screening of Film Critical of Israel,2023-11-16T18:39:19+0000,https://www.nytimes.com/2023/11/16/arts/israel-documentary-hunter-cancel.html,"Hunter College this week abruptly pulled a screening of a documentary film critical of Israel, creating a backlash from faculty members and students who have charged the New York school’s administration with undermining academic freedom.",Arts,"['Colleges and Universities', 'Israel-Gaza War (2023- )', 'Documentary Films and Programs', 'Jews and Judaism', 'Freedom of Speech and Expression', 'Anti-Semitism', 'Palestinians', 'ACADEMIC FREEDOM']"
"2 Israeli Hostages’ Bodies Were Recovered Near Al-Shifa Hospital, Army Says",2023-11-16T19:00:52+0000,https://www.nytimes.com/2023/11/16/world/middleeast/yehudit-weiss-hamas-hostage-israel.html,"Israeli soldiers have recovered the bodies of two hostages kidnapped during the Hamas-led attack on Israel last month from buildings near the Al-Shifa Hospital complex in Gaza City, the Israeli military has said.",World,['Israel-Gaza War (2023- )']
Jewish Celebrities and Influencers Confront TikTok Executives in Private Call,2023-11-16T19:24:39+0000,https://www.nytimes.com/2023/11/16/technology/tiktok-jewish-open-letter-antisemitism.html,"More than a dozen Jewish TikTok creators and celebrities confronted TikTok executives and other employees in a private meeting on Wednesday night, urging them to do more to address a surge of antisemitism and harassment on the popular video service.",Technology,"['Social Media', 'Anti-Semitism', 'Discrimination', 'Hate Speech', 'Jews and Judaism', 'Muslims and Islam', 'Celebrities', 'Israel-Gaza War (2023- )', 'Computers and the Internet']"
Protesters Demanding Gaza Cease-Fire Shut Down Bay Bridge,2023-11-16T19:54:41+0000,https://www.nytimes.com/2023/11/16/world/asia/san-francisco-bay-bridge-protest.html,"Protesters demanding a cease-fire in Gaza shut down westbound traffic on the San Francisco-Oakland Bay Bridge on Thursday morning, interrupting Bay Area commuter traffic into San Francisco.",World,"['Demonstrations, Protests and Riots', 'Israel-Gaza War (2023- )', 'Bridges and Tunnels']"
Talks on Surveillance Law Simmer as Its Expiration Date Looms,2023-11-16T20:00:07+0000,https://www.nytimes.com/2023/11/16/us/politics/fisa-surveillance-law-expiration-congress.html,Negotiations in Congress over a warrantless surveillance law are intensifying as it nears its expiration date. The debate has come during what national security officials say is a surge in threats fueled by the Israel-Hamas war.,U.S.,"['internal-storyline-no', 'Surveillance of Citizens by Government', 'United States Politics and Government', 'Espionage and Intelligence Services', 'Civil Rights and Liberties', 'Terrorism', 'Law and Legislation']"
Friday Briefing: Israel Continues to Search Al-Shifa,2023-11-16T20:39:53+0000,https://www.nytimes.com/2023/11/16/briefing/al-shifa-hospital-biden-xi-jinping-darfur.html,"Israeli soldiers yesterday were still combing Al-Shifa Hospital, which the Israeli military has said concealed a secret Hamas base. The Gaza health ministry said that thousands of people remained inside the Al-Shifa Hospital compound with little food and water.",Briefing,[]
Videos About Bin Laden’s Criticism of U.S. Surge in Popularity on TikTok,2023-11-16T20:43:37+0000,https://www.nytimes.com/2023/11/16/technology/videos-bin-laden-letter-tiktok.html,"Videos on TikTok supporting a decades-old letter by Osama bin Laden criticizing the United States and its support of Israel surged in popularity this week, adding to accusations that the company is fueling the spread of antisemitic content. The White House condemned the resurfacing of the letter.",Technology,"['Social Media', 'Anti-Semitism', 'Video Recordings, Downloads and Streaming', 'Terrorism', 'September 11 (2001)', 'Israel-Gaza War (2023- )', 'Computers and the Internet', 'Conspiracy Theories', 'United States Politics and Government']"
"Listen: Hamas’s Bloody Philosophy, Questions for Kamala Harris, Barbra Streisand’s Tell-All Memoir",2023-11-16T22:22:34+0000,https://www.nytimes.com/2023/11/16/podcasts/listen-hamas-bloody-philosophy.html,"Audiophiles,",Podcasts,"['Voting and Voters', 'Space and Astronomy']"
A.C.L.U. Sues DeSantis Over Crackdown on Pro-Palestinian Campus Group,2023-11-16T22:46:25+0000,https://www.nytimes.com/2023/11/16/us/palestine-student-protests-aclu-florida-lawsuit.html,"The American Civil Liberties Union and Palestine Legal filed a federal lawsuit Thursday claiming that Gov. Ron DeSantis and Florida education officials violated the First Amendment when they ordered the removal of support for Students for Justice in Palestine, a campus activist group.",U.S.,"['Colleges and Universities', 'First Amendment (US Constitution)', 'Freedom of Speech and Expression', 'Suits and Litigation (Civil)', 'Censorship', 'Organizations, Societies and Clubs', 'Palestinians', 'Politics and Government', 'Terrorism', 'Israel-Gaza War (2023- )']"
Pressure Mounts as Israel Combs Through Gaza Hospital for Hamas’s Presence,2023-11-16T23:03:02+0000,https://www.nytimes.com/2023/11/16/world/middleeast/israel-gaza-al-shifa-hospital-hamas.html,Follow live news updates on the Israel-Hamas war.,World,"['Israel-Gaza War (2023- )', 'Defense and Military Forces', 'Hospitals', 'Palestinians', 'Civilian Casualties', 'Humanitarian Aid', 'Deaths (Fatalities)', 'Terrorism']"
Israeli Troops Scoured a Gaza Hospital for Signs of Hamas,2023-11-16T23:04:55+0000,https://www.nytimes.com/2023/11/16/briefing/israel-gaza-hospital-george-santos-ethics-report.html,"As night fell in the Gaza Strip today, Israeli troops were still searching the territory’s largest hospital, Al-Shifa, which Israel has said concealed a secret Hamas base. ",Briefing,[]
There Should Be More Public Pressure on Hamas,2023-11-16T23:30:07+0000,https://www.nytimes.com/2023/11/16/opinion/hamas-public-pressure-israel-war.html,"In the summer of 2008, I helped raid a hospital. As I’ve written before, I was deployed as a JAG officer (an Army lawyer) with the Third Armored Cavalry Regiment in Diyala Province, Iraq. Diyala was in the midst of a wave of suicide bombings, many of them carried out by women, that was brutal beyond words. And the vast majority in our area of operations weren’t aimed at American troops. We could be quite hard to hit. Instead, suicide bombers blew up cafes, medical clinics and weddings. Sometimes they’d “double tap.” One bomber would detonate, then as medical help arrived, a second bomber would kill aid workers and desperate family members who were searching for survivors.",Opinion,"['Israel-Gaza War (2023- )', 'Defense and Military Forces', 'Palestinians', 'Terrorism', 'Civilian Casualties', 'Kidnapping and Hostages', 'War Crimes, Genocide and Crimes Against Humanity', 'International Relations', 'United States International Relations', 'internal-sub-only-nl']"
Universities Are Failing at Inclusion,2023-11-17T00:00:06+0000,https://www.nytimes.com/2023/11/16/opinion/college-university-antisemitism-crt.html,"Over the past five weeks, Jewish students on America’s campuses have found themselves confronted with those who celebrate a terrorist operation that featured the mass murder and reportedly the rape of fellow Jews. They see images of people tearing down posters of kidnapped Jewish children. At M.I.T., Jewish students report that they were told by some faculty members to avoid the university’s main lobby — which had been the site of a pro-Palestinian protest — for their own safety. At Cooper Union, Jewish students were barricaded in the library by a protest that started out as a pro-Palestinian demonstration and quickly became, one student reported, “pure anti-Jew.”",Opinion,"['Colleges and Universities', 'ACADEMIC FREEDOM', 'Freedom of Speech and Expression', 'Diversity Initiatives', 'Race and Ethnicity', 'Israel-Gaza War (2023- )', 'Anti-Semitism']"
Israeli and Palestinian Activists Ask Americans to Take Side of Peace,2023-11-17T05:02:01+0000,https://www.nytimes.com/2023/11/17/world/middleeast/israel-palestinians-standing-together.html,"When Sally Abed and Alon-Lee Green flew from Israel to New York last week, they found a version of the United States they’d never seen before: split by the conflict between Palestinians and Israelis, with fractures tearing at the worlds of art, business, books, academia and even food.",World,"['Israel-Gaza War (2023- )', 'Demonstrations, Protests and Riots', 'Palestinians', 'Jews and Judaism', 'Peace Process', 'Politics and Government', 'Content Type: Personal Profile']"
Friday Briefing,2023-11-17T05:24:45+0000,https://www.nytimes.com/2023/11/17/world/europe/israel-search-sanchez-darfur.html,"Two days into its search of the Al-Shifa Hospital complex in Gaza, the Israeli military offered video of weapons it said it had found there and what it described as a tunnel entrance. The images could not be independently verified and have not proved the existence of the sprawling Hamas base that the Israeli military said the hospital had concealed, and which Hamas and the hospital leadership have denied.",World,[]
I Knew U.S. Military Aid Would Kill Civilians and Undermine Israeli Security. So I Quit.,2023-11-17T10:01:50+0000,https://www.nytimes.com/2023/11/17/opinion/us-military-aid-war-israel.html,"On Oct. 18, I resigned from the State Department because I could not support the provision of U.S. weapons into the conflict in Gaza, where I knew that they would be used to kill thousands of civilians. I saw no willingness to re-evaluate a long-term policy that has not led to peace and has actually undermined both regional stability and Israeli security.",Opinion,"['Israel-Gaza War (2023- )', 'Defense and Military Forces', 'Palestinians', 'Civilian Casualties', 'Politics and Government', 'Human Rights and Human Rights Violations', 'Israeli Settlements', 'Peace Process', 'International Relations', 'United States Politics and Government', 'United States International Relations', 'Arms Trade', 'Foreign Aid']"
